Country,Rank,Score,Support,GDP,Health,Freedom,Generosity,Corruption,Year,target,target_n
Belize,52,5.956,0.68655,0.87616,0.45569,0.51231,0.10770999999999999,0.23684000000000002,2016,Top-Mid,3
Japan,53,5.921,1.06054,1.3800700000000001,0.91491,0.46761,0.18985,0.10224,2016,Top-Mid,3
Kazakhstan,54,5.919,0.95544,1.22943,0.57386,0.4052,0.11132,0.15011,2016,Top-Mid,3
Moldova,55,5.897,0.8313200000000001,0.69177,0.5230899999999999,0.25201999999999997,0.019030000000000002,0.19997,2016,Top-Mid,3
Russia,56,5.856,1.05261,1.2322799999999998,0.58991,0.32682,0.03586,0.027360000000000002,2016,Top-Mid,3
Poland,57,5.835,1.04685,1.24585,0.69058,0.4519,0.055,0.14443,2016,Top-Mid,3
South Korea,57,5.835,0.7219399999999999,1.35948,0.88645,0.25168,0.07716,0.18824000000000002,2016,Top-Mid,3
Bolivia,59,5.822,0.8377899999999999,0.79422,0.4697,0.50961,0.07746,0.21698,2016,Top-Mid,3
Lithuania,60,5.813,1.0641100000000001,1.2692,0.64674,0.18929,0.0182,0.02025,2016,Top-Mid,3
Belarus,61,5.8020000000000005,1.04993,1.1306200000000002,0.6310399999999999,0.29091,0.17457,0.13942000000000002,2016,Top-Mid,3
North Cyprus,62,5.771,0.81826,1.31141,0.8414200000000001,0.43596,0.16577999999999998,0.26322,2016,Top-Mid,3
Slovenia,63,5.768,1.05613,1.2994700000000001,0.79151,0.53164,0.03635,0.25738,2016,Top-Mid,3
Peru,64,5.742999999999999,0.81255,0.9960200000000001,0.6299399999999999,0.37501999999999996,0.05292,0.14527,2016,Top-Mid,3
Turkmenistan,65,5.6579999999999995,1.03817,1.08017,0.44006000000000006,0.37408,0.28467,0.22566999999999998,2016,Top-Mid,3
Mauritius,66,5.648,0.75695,1.14372,0.66189,0.46145,0.05202999999999999,0.36951,2016,Top-Mid,3
Libya,67,5.615,0.95076,1.0668799999999998,0.52304,0.40671999999999997,0.10339000000000001,0.17087,2016,Top-Mid,3
Latvia,68,5.56,0.95025,1.2178799999999999,0.63952,0.27996,0.0889,0.17445,2016,Top-Mid,3
Cyprus,69,5.546,0.70697,1.31857,0.8488,0.29507,0.05227999999999999,0.27906,2016,Top-Mid,3
Paraguay,70,5.537999999999999,1.11111,0.8937299999999999,0.58295,0.46235,0.07396,0.25296,2016,Top-Mid,3
Romania,71,5.528,0.7280300000000001,1.1697,0.67602,0.36712,0.006790000000000001,0.12889,2016,Top-Mid,3
Estonia,72,5.517,1.0516299999999998,1.2796399999999999,0.68098,0.41511000000000003,0.18519000000000002,0.08423,2016,Top-Mid,3
Jamaica,73,5.51,0.96372,0.89333,0.5946899999999999,0.43596999999999997,0.04294,0.22245,2016,Top-Mid,3
Croatia,74,5.4879999999999995,0.6080899999999999,1.18649,0.70524,0.23906999999999998,0.04002,0.18434,2016,Top-Mid,3
Hong Kong,75,5.457999999999999,0.87021,1.5107,0.9527700000000001,0.48078999999999994,0.31647,0.40097,2016,Top-Mid,3
Somalia,76,5.44,0.33613000000000004,0.0,0.11465999999999998,0.5677800000000001,0.3118,0.27225,2016,Top-Mid,3
Kosovo,77,5.401,0.66062,0.90145,0.54,0.14396,0.06547,0.27992,2016,Top-Mid,3
Turkey,78,5.388999999999999,0.8771700000000001,1.1649200000000002,0.64718,0.23889000000000002,0.12347999999999999,0.04707,2016,Top-Mid,3
Indonesia,79,5.314,0.87625,0.95104,0.49373999999999996,0.39237,0.00322,0.56521,2016,Top-Mid,3
Jordan,80,5.303,0.86216,0.9967299999999999,0.60712,0.36023,0.13297,0.14262,2016,Low-Mid,2
Azerbaijan,81,5.291,0.76042,1.12373,0.54504,0.35327,0.17914000000000002,0.0564,2016,Low-Mid,2
Philippines,82,5.279,0.87877,0.81217,0.47036000000000006,0.5485399999999999,0.11757000000000001,0.21674000000000002,2016,Low-Mid,2
China,83,5.245,0.79381,1.0278,0.73561,0.44011999999999996,0.02745,0.049589999999999995,2016,Low-Mid,2
Bhutan,84,5.196000000000001,0.9083600000000001,0.8527,0.49759,0.46074,0.1616,0.48546000000000006,2016,Low-Mid,2
Kyrgyzstan,85,5.185,0.95434,0.5604399999999999,0.5544899999999999,0.40212,0.047619999999999996,0.38432,2016,Low-Mid,2
Serbia,86,5.1770000000000005,0.81329,1.03437,0.6458,0.15718,0.04339,0.20736999999999997,2016,Low-Mid,2
Bosnia and Herzegovina,87,5.162999999999999,0.64367,0.9338299999999999,0.7076600000000001,0.09511,0.0,0.29889,2016,Low-Mid,2
Montenegro,88,5.1610000000000005,0.74173,1.07838,0.6353300000000001,0.15111,0.12721,0.17190999999999998,2016,Low-Mid,2
Dominican Republic,89,5.155,0.9949600000000001,1.02787,0.5766899999999999,0.52259,0.12372000000000001,0.21286,2016,Low-Mid,2
Morocco,90,5.151,0.38595,0.8405799999999999,0.5947100000000001,0.25645999999999997,0.08404,0.040530000000000004,2016,Low-Mid,2
Hungary,91,5.145,0.9316399999999999,1.24142,0.67608,0.1977,0.044719999999999996,0.099,2016,Low-Mid,2
Pakistan,92,5.132000000000001,0.26135,0.68816,0.40306,0.14622000000000002,0.1388,0.31185,2016,Low-Mid,2
Lebanon,93,5.129,0.64184,1.12268,0.76171,0.26228,0.030610000000000002,0.23693000000000003,2016,Low-Mid,2
Portugal,94,5.122999999999999,0.9436700000000001,1.27607,0.7936300000000001,0.44727,0.01521,0.11690999999999999,2016,Low-Mid,2
Macedonia,95,5.121,0.78236,1.0193,0.6473800000000001,0.27668000000000004,0.07047,0.23506999999999997,2016,Low-Mid,2
Vietnam,96,5.061,0.7911699999999999,0.74037,0.66157,0.5595399999999999,0.11556,0.25075,2016,Low-Mid,2
Somaliland Region,97,5.0569999999999995,0.75862,0.25558000000000003,0.33108000000000004,0.3913,0.36794,0.51479,2016,Low-Mid,2
Tunisia,98,5.045,0.43165,0.97724,0.59577,0.23553000000000002,0.0817,0.03936,2016,Low-Mid,2
Greece,99,5.033,0.75473,1.24886,0.80029,0.05822000000000001,0.04127,0.0,2016,Low-Mid,2
Tajikistan,100,4.996,0.75602,0.48835,0.5311899999999999,0.43408,0.13509000000000002,0.25998000000000004,2016,Low-Mid,2
Mongolia,101,4.907,1.0898299999999999,0.9885299999999999,0.55469,0.35972,0.03285,0.34539000000000003,2016,Low-Mid,2
Laos,102,4.876,0.5497,0.68042,0.38291,0.52168,0.22423,0.43078999999999995,2016,Low-Mid,2
Nigeria,103,4.875,0.64498,0.75216,0.05108,0.27854,0.0305,0.23219,2016,Low-Mid,2
Honduras,104,4.871,0.7559600000000001,0.69429,0.5838300000000001,0.26755,0.06906,0.2044,2016,Low-Mid,2
Iran,105,4.813,0.38856999999999997,1.11758,0.64232,0.22544,0.0557,0.38538,2016,Low-Mid,2
Zambia,106,4.795,0.6376,0.61202,0.23573000000000002,0.42662,0.11479,0.17865999999999999,2016,Low-Mid,2
Nepal,107,4.793,0.69699,0.44626000000000005,0.50073,0.37012,0.07007999999999999,0.3816,2016,Low-Mid,2
Palestinian Territories,108,4.754,0.71629,0.67024,0.56844,0.17744000000000001,0.10613,0.11154000000000001,2016,Low-Mid,2
Albania,109,4.655,0.50163,0.9553,0.73007,0.31866,0.05301,0.1684,2016,Low-Mid,2
Bangladesh,110,4.643,0.24749000000000002,0.54177,0.52989,0.39778,0.12583,0.19132000000000002,2016,Low-Mid,2
Sierra Leone,111,4.635,0.628,0.36485,0.0,0.30685,0.08196,0.23897,2016,Low-Mid,2
Iraq,112,4.575,0.59205,1.07474,0.51076,0.24856,0.13635999999999998,0.19589,2016,Low-Mid,2
Namibia,113,4.574,0.70362,0.9328700000000001,0.34745,0.48613999999999996,0.10397999999999999,0.07795,2016,Low-Mid,2
Cameroon,114,4.513,0.62542,0.5249699999999999,0.12697999999999998,0.42736,0.06126,0.2268,2016,Low-Mid,2
Ethiopia,115,4.508,0.37932,0.29283000000000003,0.34578000000000003,0.36703,0.1717,0.29522,2016,Low-Mid,2
South Africa,116,4.459,0.9605299999999999,1.02416,0.18611,0.42483000000000004,0.08415,0.13656,2016,Low-Mid,2
Sri Lanka,117,4.415,0.84783,0.9731799999999999,0.62007,0.50817,0.07964,0.46978000000000003,2016,Low-Mid,2
India,118,4.404,0.29247,0.74036,0.45091000000000003,0.40285,0.08722,0.25028,2016,Low-Mid,2
Myanmar,119,4.395,0.69981,0.34112,0.3988,0.42691999999999997,0.20243,0.81971,2016,Low,1
Egypt,120,4.362,0.49813,0.95395,0.5211600000000001,0.18847,0.10393,0.12705999999999998,2016,Low,1
Armenia,121,4.36,0.6247699999999999,0.8608600000000001,0.64083,0.14037,0.036160000000000005,0.07793,2016,Low,1
Kenya,122,4.356,0.7624,0.52267,0.30146999999999996,0.40576,0.06686,0.41328000000000004,2016,Low,1
Ukraine,123,4.324,1.01413,0.87287,0.58628,0.12859,0.01829,0.20363,2016,Low,1
Ghana,124,4.276,0.49353,0.63107,0.29681,0.40973000000000004,0.0326,0.21203000000000002,2016,Low,1
Congo (Kinshasa),125,4.272,0.80676,0.05661,0.188,0.15602,0.06075,0.25458000000000003,2016,Low,1
Georgia,126,4.252,0.19249000000000002,0.8379200000000001,0.64035,0.32461,0.3188,0.06786,2016,Low,1
Congo (Brazzaville),127,4.236000000000001,0.47798999999999997,0.7710899999999999,0.28212,0.37938,0.09752999999999999,0.12077,2016,Low,1
Senegal,128,4.218999999999999,0.7741600000000001,0.44314,0.40457,0.31056,0.11681,0.19103,2016,Low,1
Bulgaria,129,4.217,0.92542,1.11306,0.67806,0.21219000000000002,0.00615,0.12793,2016,Low,1
Mauritania,130,4.2010000000000005,0.8414200000000001,0.6139100000000001,0.28639000000000003,0.1268,0.17955,0.22685999999999998,2016,Low,1
Zimbabwe,131,4.1930000000000005,0.71478,0.35041,0.1595,0.25429,0.08582000000000001,0.18503,2016,Low,1
Malawi,132,4.156000000000001,0.147,0.08709,0.29364,0.4143,0.07564,0.30968,2016,Low,1
Sudan,133,4.138999999999999,0.8192799999999999,0.63069,0.29759,0.0,0.10039,0.18077000000000001,2016,Low,1
Gabon,134,4.121,0.72368,1.15851,0.3494,0.28098,0.09314,0.062439999999999996,2016,Low,1
Mali,135,4.073,0.8633299999999999,0.31292,0.16347,0.27544,0.13647,0.21064000000000002,2016,Low,1
Haiti,136,4.0280000000000005,0.29561,0.34097,0.27494,0.12072000000000001,0.14476,0.47958,2016,Low,1
Botswana,137,3.9739999999999998,0.89186,1.09426,0.34752,0.44088999999999995,0.10769000000000001,0.12425,2016,Low,1
Comoros,138,3.9560000000000004,0.60323,0.27509,0.29980999999999997,0.15412,0.18437,0.1827,2016,Low,1
Ivory Coast,139,3.9160000000000004,0.57576,0.55507,0.04476,0.40663,0.1553,0.20338,2016,Low,1
Cambodia,140,3.907,0.5375,0.55604,0.42494,0.5885199999999999,0.08092,0.40339,2016,Low,1
Angola,141,3.866,0.66366,0.84731,0.04991,0.00589,0.08434,0.12070999999999998,2016,Low,1
Niger,142,3.8560000000000003,0.6053,0.1327,0.26161999999999996,0.38040999999999997,0.17176,0.2097,2016,Low,1
South Sudan,143,3.832,0.18519000000000002,0.39394,0.15780999999999998,0.19662000000000002,0.13015,0.25899,2016,Low,1
Chad,144,3.763,0.63178,0.42213999999999996,0.038239999999999996,0.12807000000000002,0.04952,0.18667,2016,Low,1
Burkina Faso,145,3.739,0.63054,0.31995,0.21297,0.3337,0.12533,0.24353000000000002,2016,Low,1
Uganda,145,3.739,0.90981,0.34719,0.19625,0.43653000000000003,0.06442,0.27102,2016,Low,1
Yemen,147,3.7239999999999998,0.47493,0.57939,0.31048000000000003,0.2287,0.05892000000000001,0.09821,2016,Low,1
Madagascar,148,3.695,0.46115,0.27954,0.37109000000000003,0.13684000000000002,0.07506,0.2204,2016,Low,1
Tanzania,149,3.6660000000000004,0.77623,0.47155,0.35700000000000004,0.3176,0.05099,0.31472,2016,Low,1
Liberia,150,3.622,0.50353,0.10705999999999999,0.23165,0.25748000000000004,0.04852,0.24063,2016,Low,1
Guinea,151,3.6069999999999998,0.3109,0.22415,0.18829,0.30953,0.1192,0.29914,2016,Low,1
Rwanda,152,3.515,0.6158600000000001,0.32846,0.31865,0.5432,0.50521,0.23551999999999998,2016,Low,1
Benin,153,3.484,0.10419,0.39499,0.21028000000000002,0.39747,0.06681000000000001,0.2018,2016,Low,1
Afghanistan,154,3.36,0.11037000000000001,0.38227,0.17344,0.1643,0.07112,0.31268,2016,Low,1
Togo,155,3.303,0.0,0.28123000000000004,0.24811,0.34678000000000003,0.11587,0.17517,2016,Low,1
Syria,156,3.069,0.14866,0.7471899999999999,0.6299399999999999,0.06912,0.17232999999999998,0.48396999999999996,2016,Low,1
Burundi,157,2.905,0.23442,0.06831,0.15747,0.0432,0.09419,0.2029,2016,Low,1
Norway,1,7.537000179290769,1.53352355957031,1.6164631843566901,0.796666502952576,0.635422587394714,0.36201223731041,0.31596383452415505,2017,Top,4
Denmark,2,7.52199983596802,1.55112159252167,1.48238301277161,0.7925655245780941,0.626006722450256,0.3552804887294771,0.40077006816863997,2017,Top,4
Iceland,3,7.50400018692017,1.6105740070343,1.480633020401,0.8335521221160892,0.6271626353263849,0.47554022073745705,0.15352655947208402,2017,Top,4
Switzerland,4,7.49399995803833,1.51691174507141,1.5649795532226598,0.858131289482117,0.620070576667786,0.29054927825927696,0.36700728535652205,2017,Top,4
Finland,5,7.468999862670901,1.5402467250824,1.44357192516327,0.80915766954422,0.6179508566856379,0.24548277258873,0.38261154294014,2017,Top,4
Netherlands,6,7.3769998550415,1.42893922328949,1.50394463539124,0.8106961250305179,0.5853844881057739,0.47048982977867104,0.282661825418472,2017,Top,4
Canada,7,7.31599998474121,1.48134899139404,1.47920441627502,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2017,Top,4
New Zealand,8,7.31400012969971,1.54819512367249,1.40570604801178,0.816759705543518,0.6140621304512021,0.500005125999451,0.38281670212745705,2017,Top,4
Sweden,9,7.28399991989136,1.47816216945648,1.49438726902008,0.830875158309937,0.612924098968506,0.38539925217628496,0.384398728609085,2017,Top,4
Australia,10,7.28399991989136,1.5100419521331798,1.4844149351120002,0.84388679265976,0.601607382297516,0.47769924998283403,0.301183730363846,2017,Top,4
Israel,11,7.212999820709231,1.37628996372223,1.3753824234008798,0.83840399980545,0.40598860383033797,0.330082654953003,0.0852421000599861,2017,Top,4
Costa Rica,12,7.0789999961853,1.4164036512374898,1.10970628261566,0.7595092654228209,0.580131649971008,0.21461322903633104,0.100106589496136,2017,Top,4
Austria,13,7.00600004196167,1.4599449634552,1.4870972633361799,0.8153284192085269,0.567766189575195,0.316472321748734,0.22106036543846105,2017,Top,4
United States,14,6.993000030517581,1.4199205636978103,1.54625928401947,0.7742866277694699,0.505740523338318,0.392578780651093,0.135638788342476,2017,Top,4
Ireland,15,6.9770002365112305,1.5582311153411899,1.5357066392898602,0.8097826242446899,0.5731103420257571,0.42785832285881,0.29838815331459007,2017,Top,4
Germany,16,6.9510002136230495,1.47252035140991,1.48792338371277,0.798950731754303,0.562511384487152,0.33626917004585305,0.276731938123703,2017,Top,4
Belgium,17,6.89099979400635,1.4623126983642598,1.4637807607650801,0.8180918693542479,0.5397707223892211,0.23150333762168898,0.251343131065369,2017,Top,4
Luxembourg,18,6.86299991607666,1.45758366584778,1.74194359779358,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,2017,Top,4
United Kingdom,19,6.71400022506714,1.4964600801467902,1.44163393974304,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,2017,Top,4
Chile,20,6.65199995040894,1.28402495384216,1.25278460979462,0.8194797039031979,0.376895278692245,0.3266624212265011,0.0822879821062088,2017,Top,4
United Arab Emirates,21,6.6479997634887695,1.2664102315902699,1.6263433694839498,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,2017,Top,4
Brazil,22,6.6350002288818395,1.43130600452423,1.1073532104492199,0.6165523529052729,0.437453746795654,0.16234989464282998,0.11109276115894301,2017,Top,4
Czech Republic,23,6.60900020599365,1.4338852167129499,1.35268235206604,0.754444003105164,0.49094617366790794,0.0881067588925362,0.0368729270994663,2017,Top,4
Argentina,24,6.59899997711182,1.44045114517212,1.18529546260834,0.695137083530426,0.49451920390129106,0.109457060694695,0.05973988771438599,2017,Top,4
Mexico,25,6.57800006866455,1.2108621597290001,1.1531838178634601,0.709978997707367,0.412730008363724,0.12099043279886199,0.132774114608765,2017,Top,4
Singapore,26,6.57200002670288,1.35381436347961,1.69227766990662,0.9494923949241642,0.549840569496155,0.345965981483459,0.46430778503417997,2017,Top,4
Malta,27,6.52699995040894,1.48841166496277,1.34327983856201,0.821944236755371,0.588767051696777,0.5747305750846861,0.153066068887711,2017,Top,4
Uruguay,28,6.4539999961853,1.4122278690338101,1.2175596952438401,0.719216823577881,0.5793922543525699,0.175096929073334,0.17806187272071802,2017,Top,4
Guatemala,29,6.4539999961853,1.25558519363403,0.872001945972443,0.540239989757538,0.5313106179237371,0.283488392829895,0.0772232785820961,2017,Top,4
Panama,30,6.4520001411438,1.3731925487518302,1.23374843597412,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2017,Top,4
France,31,6.44199991226196,1.38777685165405,1.43092346191406,0.8444658517837521,0.470222115516663,0.129762306809425,0.172502428293228,2017,Top,4
Thailand,32,6.4239997863769505,1.4257924556732198,1.12786877155304,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2017,Top,4
Taiwan Province of China,33,6.42199993133545,1.38456535339355,1.4336265325546298,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,2017,Top,4
Spain,34,6.40299987792969,1.53209090232849,1.38439786434174,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,2017,Top,4
Qatar,35,6.375,1.27429687976837,1.8707656860351598,0.7100980877876278,0.604130983352661,0.33047387003898604,0.43929925560951205,2017,Top,4
Colombia,36,6.35699987411499,1.4021829366683998,1.07062232494354,0.595027923583984,0.47748741507530196,0.14901447296142598,0.0466687418520451,2017,Top,4
Saudi Arabia,37,6.343999862670901,1.28667759895325,1.53062355518341,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126004,2017,Top,4
Trinidad and Tobago,38,6.1680002212524405,1.3802285194397,1.36135590076447,0.5199832916259771,0.518630743026733,0.32529646158218395,0.00896481610834599,2017,Top,4
Kuwait,39,6.10500001907349,1.25969874858856,1.63295245170593,0.6321057081222529,0.49633759260177596,0.228289797902107,0.21515955030918102,2017,Top,4
Slovakia,40,6.09800004959106,1.5050592422485398,1.32539355754852,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2017,Top-Mid,3
Bahrain,41,6.08699989318848,1.3231104612350502,1.4884122610092199,0.653133034706116,0.536746919155121,0.17266848683357197,0.257042169570923,2017,Top-Mid,3
Malaysia,42,6.08400011062622,1.28464603424072,1.29121541976929,0.618784427642822,0.40226498246192893,0.416608929634094,0.0656007081270218,2017,Top-Mid,3
Nicaragua,43,6.07100009918213,1.28721570968628,0.737299203872681,0.6530959606170649,0.447551846504211,0.301674216985703,0.130687981843948,2017,Top-Mid,3
Ecuador,44,6.00799989700317,1.2861688137054401,1.00082039833069,0.685636222362518,0.4551981985569,0.15011246502399403,0.140134647488594,2017,Top-Mid,3
El Salvador,45,6.002999782562259,1.1821250915527302,0.9097844958305359,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2017,Top-Mid,3
Poland,46,5.97300004959106,1.44571197032928,1.29178786277771,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,2017,Top-Mid,3
Uzbekistan,47,5.97100019454956,1.5489691495895401,0.786441087722778,0.498272627592087,0.6582486629486078,0.41598364710807795,0.246528223156929,2017,Top-Mid,3
Italy,48,5.96400022506714,1.44492328166962,1.3950666189193701,0.8531443476676941,0.256450712680817,0.17278964817523998,0.0280280914157629,2017,Top-Mid,3
Russia,49,5.962999820709231,1.46928238868713,1.28177809715271,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2017,Top-Mid,3
Belize,50,5.955999851226809,1.0814177989959701,0.907975316047668,0.45019176602363603,0.5475093722343439,0.24001564085483604,0.0965810716152191,2017,Top-Mid,3
Japan,51,5.92000007629395,1.43633782863617,1.41691517829895,0.9134758710861209,0.505625545978546,0.12057276815175999,0.163760736584663,2017,Top-Mid,3
Lithuania,52,5.90199995040894,1.47351610660553,1.3145823478698702,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2017,Top-Mid,3
Algeria,53,5.872000217437741,1.1462174654007,1.09186446666718,0.6175846457481379,0.233335807919502,0.0694366469979286,0.14609611034393302,2017,Top-Mid,3
Latvia,54,5.849999904632571,1.40471494197845,1.26074862480164,0.638566970825195,0.32570791244506797,0.153074786067009,0.0738427266478539,2017,Top-Mid,3
South Korea,55,5.837999820709231,1.1282744407653797,1.40167844295502,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,2017,Top-Mid,3
Moldova,56,5.837999820709231,1.25182557106018,0.7288706302642819,0.5894652009010309,0.24072904884815197,0.20877912640571603,0.0100912861526012,2017,Top-Mid,3
Romania,57,5.824999809265139,1.15009129047394,1.21768391132355,0.6851583123207089,0.457003742456436,0.133519917726517,0.0043879006989300294,2017,Top-Mid,3
Bolivia,58,5.82299995422363,1.2276190519332901,0.833756566047668,0.47363024950027505,0.5587329268455511,0.22556072473526,0.0604777261614799,2017,Top-Mid,3
Turkmenistan,59,5.82200002670288,1.49314916133881,1.1307767629623402,0.437726080417633,0.41827192902565,0.24992498755454998,0.25927034020423895,2017,Top-Mid,3
Kazakhstan,60,5.8189997673034695,1.3843690156936599,1.2845562696456898,0.6060415506362921,0.43745428323745705,0.20196442306041698,0.11928288638591802,2017,Top-Mid,3
North Cyprus,61,5.80999994277954,1.18630337715149,1.3469113111496,0.834647238254547,0.47120362520217896,0.266845703125,0.155353352427483,2017,Top-Mid,3
Slovenia,62,5.75799989700317,1.4525188207626298,1.3412059545516999,0.7908282279968258,0.572575807571411,0.242649093270302,0.0451289787888527,2017,Top-Mid,3
Peru,63,5.71500015258789,1.21877038478851,1.0352252721786501,0.6301661133766171,0.45000287890434293,0.126819714903831,0.0470490865409374,2017,Top-Mid,3
Mauritius,64,5.62900018692017,1.20956099033356,1.1893955469131499,0.6380074620246889,0.491247326135635,0.360933750867844,0.0421815551817417,2017,Top-Mid,3
Cyprus,65,5.62099981307983,1.13136327266693,1.3559380769729599,0.84471470117569,0.35511153936386103,0.271254301071167,0.0412379764020443,2017,Top-Mid,3
